player_id,inferred_home_region,unique_event_locations,unique_event_states,avg_travel_distance_miles,max_travel_distance_miles,pct_events_outside_home_region,traveling_competitor_label,travel_distance_confidence
15216206,PA,4,2,50.68267108269525,118.25956585962224,0.42857142857142855,Regional traveler,approximate (state-level)
15244943,CA,16,8,1208.8189457836027,2465.139644075212,0.7352941176470589,Tournament road warrior,approximate (city-level)
15361305,TX,2,2,1471.942204541776,1485.6541709647126,1.0,Tournament road warrior,approximate (city-level)
15481128,MA,4,3,2257.380823486975,2666.0741674781234,0.8974358974358975,Tournament road warrior,approximate (city-level)
15502503,NY,3,1,115.260791488356,115.89311678413912,0.0,Multi-state competitor,approximate (city-level)
15545322,NY,2,1,103.6435663810853,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
15570195,TX,7,3,705.4859382698272,1466.594190842496,0.47619047619047616,Tournament road warrior,approximate (city-level)
15578961,NY,3,3,163.05881925372998,738.9908199798672,0.15384615384615385,Multi-state competitor,approximate (city-level)
15613715,IL,12,4,92.62845962243999,567.8614286879044,0.10810810810810811,Regional traveler,approximate (city-level)
15631341,WI,7,6,813.3119688827476,1672.5787370336338,1.0,Tournament road warrior,approximate (state-level)
15750615,NY,2,1,102.31480270953291,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
15751253,NJ,9,6,184.76151869541047,998.9575383202766,0.6363636363636364,Multi-state competitor,approximate (city-level)
15816753,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
15850806,NY,2,2,173.471094075823,235.32603974124646,0.5,Multi-state competitor,approximate (city-level)
15881203,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
15887402,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
15926151,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
15933472,NJ,10,4,51.18604935803822,262.4422381436287,0.36,Regional traveler,approximate (state-level)
16022191,MI,6,2,59.18051434654523,307.7930002495021,0.17647058823529413,Regional traveler,approximate (state-level)
16024505,PA,8,3,74.4780453434562,2257.3710486806626,0.0625,Regional traveler,approximate (state-level)
16024663,VA,5,2,34.36244503759964,116.11971555046728,0.1111111111111111,Regional traveler,approximate (state-level)
16059387,NY,2,1,103.0302908403688,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
16082850,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
16094104,NJ,8,6,616.9792204083469,2442.272703272797,0.75,Tournament road warrior,approximate (city-level)
16103622,NY,3,3,1299.8623844639135,2494.2456570089907,0.6666666666666666,Tournament road warrior,approximate (city-level)
16139836,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
16180893,VA,7,2,63.25044397952241,1231.688178676006,0.047619047619047616,Regional traveler,approximate (state-level)
16242623,NJ,6,4,130.02363558931546,262.4422381436287,0.6,Multi-state competitor,approximate (state-level)
16299917,TX,8,3,239.62563270369463,1466.594190842496,0.16,Multi-state competitor,approximate (city-level)
16368933,TX,4,3,1405.9788371754894,1645.0690043023526,0.9411764705882353,Tournament road warrior,approximate (city-level)
16378223,NY,2,1,95.67098435177104,111.61614841039955,0.0,Regional traveler,approximate (city-level)
16378945,TN,8,6,128.2098321778867,608.6090524683793,0.25,Multi-state competitor,approximate (city-level)
16387797,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
16392562,TX,4,1,51.92297005219356,125.58671899335448,0.0,Regional traveler,approximate (city-level)
16464806,,2,2,,,,Insufficient location data,low
16470506,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
16489786,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
16580302,NY,6,2,93.79561695557717,119.8197656593617,0.0625,Regional traveler,approximate (city-level)
16636182,CA,4,1,153.0529410608586,189.69656981268233,0.0,Multi-state competitor,approximate (city-level)
16649696,NY,3,2,316.4067793187238,837.6041895457719,0.3333333333333333,Multi-state competitor,approximate (city-level)
16672488,TX,3,1,50.626701332330576,125.58671899335448,0.0,Regional traveler,approximate (city-level)
