Split,Accuracy,Precision,Recall,F1,ROC-AUC
Train,0.5697115384615384,0.5300751879699248,0.2549728752260398,0.3443223443223443,0.5717876331845916
Validation,0.5580524344569289,0.6842105263157895,0.19696969696969696,0.3058823529411765,0.554601571268238
Test,0.5447761194029851,0.6666666666666666,0.15151515151515152,0.24691358024691357,0.5732508912655971
