Split,Accuracy,Precision,Recall,F1,ROC-AUC
Train,0.6009615384615384,0.5721784776902887,0.39421338155515373,0.4668094218415418,0.6148594325263117
Validation,0.5805243445692884,0.6041666666666666,0.4393939393939394,0.5087719298245614,0.6251122334455669
Test,0.5559701492537313,0.5656565656565656,0.42424242424242425,0.48484848484848486,0.5970643939393939
