Split,Accuracy,Precision,Recall,F1,ROC-AUC
Train,0.6594171378860374,0.6277139208173691,0.830938292476754,0.7151691524190614,0.7355979421736246
Validation,0.5436105476673428,0.498567335243553,0.7767857142857143,0.6073298429319371,0.620154009559214
Test,0.5496957403651116,0.5211267605633803,0.7805907172995781,0.625,0.6451987737341771
